Year,Date,Air_T,Water_T,S
2016,22.06.2016 12:00,16.3,11.2952,19
2016,22.06.2016 18:00,20.6,12.9857,19
2016,23.06.2016 0:00,17.7,10.8569,20
2016,23.06.2016 6:00,14.2,11.2326,20
2016,23.06.2016 12:00,19.3,11.4204,20
2016,23.06.2016 18:00,19.4,11.8587,20
2016,24.06.2016 0:00,14.1,12.7353,20
2016,24.06.2016 6:00,12,11.9214,19
2016,24.06.2016 12:00,20.1,13.1109,19
2016,24.06.2016 18:00,17.8,14.1751,18
2016,25.06.2016 0:00,14.9,11.9214,20
2016,25.06.2016 6:00,12.1,12.2344,19
2016,25.06.2016 12:00,17.2,13.7995,19
2016,25.06.2016 18:00,19.4,14.7384,20
2016,26.06.2016 0:00,13.2,11.483,19
2016,26.06.2016 6:00,11.4,11.2326,20
2016,26.06.2016 12:00,13.5,12.0466,20
2016,26.06.2016 18:00,NA,11.8587,NA
2016,27.06.2016 0:00,11.8,10.7942,20
2016,27.06.2016 6:00,11.8,11.4204,19
2016,27.06.2016 12:00,15.4,13.0483,18
2016,27.06.2016 18:00,17.1,15.3017,20
2016,28.06.2016 0:00,13.5,14.9262,19
2016,28.06.2016 6:00,12.4,14.3629,18
2016,28.06.2016 12:00,16.3,14.2377,17
2016,28.06.2016 18:00,15.3,16.1153,18
2016,29.06.2016 0:00,13.1,13.9873,18
2016,29.06.2016 6:00,12.5,13.0483,18
2016,29.06.2016 12:00,13.6,13.4239,17
2016,29.06.2016 18:00,15.3,14.5506,18
2016,30.06.2016 0:00,14.5,12.9857,20
2016,30.06.2016 6:00,12.4,12.9857,20
2016,30.06.2016 12:00,14.6,11.483,20
2016,30.06.2016 18:00,18.5,12.4848,19
2016,01.07.2016 0:00,14.1,14.6758,20
2016,01.07.2016 6:00,13.7,12.0466,19
2016,01.07.2016 12:00,18.3,14.3003,20
2016,01.07.2016 18:00,18.5,15.7398,19
2016,02.07.2016 0:00,14.6,13.3613,20
2016,02.07.2016 6:00,15.3,13.4239,20
2016,02.07.2016 12:00,19.8,15.3017,20
2016,02.07.2016 18:00,20.9,16.741,19
2016,03.07.2016 0:00,17.8,14.4881,18
2016,03.07.2016 6:00,16.1,13.9247,20
2016,03.07.2016 12:00,20.7,16.1778,19
2016,03.07.2016 18:00,22.1,16.6784,20
2016,04.07.2016 0:00,18.3,18.618,20
2016,04.07.2016 6:00,17.4,14.0499,20
2016,04.07.2016 12:00,20.3,16.4281,19
2016,04.07.2016 18:00,21.1,17.2416,19
2016,05.07.2016 0:00,18.4,17.8672,20
2016,05.07.2016 6:00,18.3,14.4881,19
2016,05.07.2016 12:00,23.6,15.0514,20
2016,05.07.2016 18:00,20,16.9913,18
2016,06.07.2016 0:00,17.9,16.8036,18
2016,06.07.2016 6:00,16.7,15.9901,19
2016,06.07.2016 12:00,19.1,16.1778,18
2016,06.07.2016 18:00,21.9,15.6146,19
2016,07.07.2016 0:00,16.8,14.9888,18
2016,07.07.2016 6:00,13.1,15.6772,17
2016,07.07.2016 12:00,19.3,15.552,18
2016,07.07.2016 18:00,22.6,17.4919,NA
2016,08.07.2016 0:00,17.4,15.8024,21
2016,08.07.2016 6:00,16.5,15.8649,18
2016,08.07.2016 12:00,NA,15.4269,18
2016,08.07.2016 18:00,18,16.741,17
2016,09.07.2016 0:00,14.3,15.8649,18
2016,09.07.2016 6:00,13.3,15.6146,17
2016,09.07.2016 12:00,16.7,15.8024,18
2016,09.07.2016 18:00,19.6,16.6784,17
2016,10.07.2016 0:00,15.1,16.741,16
2016,10.07.2016 6:00,14.4,16.1778,17
2016,10.07.2016 12:00,17.9,16.4907,17
2016,10.07.2016 18:00,22.2,17.179,17
2016,11.07.2016 0:00,14.5,15.4269,17
2016,11.07.2016 6:00,13.7,14.3629,18
2016,11.07.2016 12:00,20.1,15.3017,18
2016,11.07.2016 18:00,22.6,15.1765,19
2016,12.07.2016 0:00,17.9,15.8024,19
2016,12.07.2016 6:00,14.8,14.1125,18
2016,12.07.2016 12:00,15.1,14.3629,21
2016,12.07.2016 18:00,19.7,14.801,24
2016,13.07.2016 0:00,16.4,14.9262,18
2016,13.07.2016 6:00,14.9,14.6132,19
2016,13.07.2016 12:00,15.8,14.8636,18
2016,13.07.2016 18:00,20.8,14.6758,18
2016,14.07.2016 0:00,15.5,15.3643,17
2016,14.07.2016 6:00,15.4,15.1765,16
2016,14.07.2016 12:00,18.2,15.4895,16
2016,14.07.2016 18:00,23.8,16.8036,16
2016,15.07.2016 0:00,17.1,14.3003,18
2016,15.07.2016 6:00,13.5,14.9262,19
2016,15.07.2016 12:00,21,16.3656,18
2016,15.07.2016 18:00,22.5,19.0559,17
2016,16.07.2016 0:00,19.8,15.6772,17
2016,16.07.2016 6:00,17.3,17.8047,17
2016,16.07.2016 12:00,17.4,16.1778,17
2016,16.07.2016 18:00,19,16.9287,18
2016,17.07.2016 0:00,16.8,16.8662,17
2016,17.07.2016 6:00,15.8,13.7369,18
2016,17.07.2016 12:00,20.4,15.9275,19
2016,17.07.2016 18:00,22.5,16.303,19
2016,18.07.2016 0:00,17.8,17.5544,18
2016,18.07.2016 6:00,16.4,15.7398,19
2016,18.07.2016 12:00,17.7,16.2404,18
2016,18.07.2016 18:00,22.1,16.2404,18
2016,19.07.2016 0:00,14.8,17.617,20
2016,19.07.2016 6:00,14,16.1778,19
2016,19.07.2016 12:00,18.4,15.8024,19
2016,19.07.2016 18:00,18.9,17.179,19
2016,20.07.2016 0:00,15.6,17.5544,18
2016,20.07.2016 6:00,12.4,16.9287,18
2016,20.07.2016 12:00,18.3,16.9287,18
2016,20.07.2016 18:00,22.1,17.617,18
2016,21.07.2016 0:00,18.9,16.741,15
2016,21.07.2016 6:00,15.2,17.179,17
2016,21.07.2016 12:00,20,17.2416,18
2016,21.07.2016 18:00,22.9,17.8672,18
2016,22.07.2016 0:00,17.6,16.4907,17
2016,22.07.2016 6:00,13.3,17.179,18
2016,22.07.2016 12:00,20.6,16.0527,18
2016,22.07.2016 18:00,24.3,18.3677,18
2016,23.07.2016 0:00,16.5,17.3667,18
2016,23.07.2016 6:00,14.1,17.1164,18
2016,23.07.2016 12:00,19.6,16.4907,18
2016,23.07.2016 18:00,23.2,18.0549,18
2016,24.07.2016 0:00,17.3,15.4269,19
2016,24.07.2016 6:00,15.5,16.6784,18
2016,24.07.2016 12:00,20.3,16.0527,18
2016,24.07.2016 18:00,23.2,18.1801,18
2016,25.07.2016 0:00,16.2,16.6159,NA
2016,25.07.2016 6:00,15.3,16.4907,NA
2016,25.07.2016 12:00,21.8,17.4919,17
2016,25.07.2016 18:00,22.1,18.6805,17
2016,26.07.2016 0:00,18.1,16.8036,18
2016,26.07.2016 6:00,16.9,17.0539,19
2016,26.07.2016 12:00,23.1,17.5544,18
2016,26.07.2016 18:00,22.8,19.4937,17
2016,27.07.2016 0:00,17.6,19.8065,17
2016,27.07.2016 6:00,18.7,18.5554,17
2016,27.07.2016 12:00,20,18.618,17
2016,27.07.2016 18:00,20.8,19.5563,16
2016,28.07.2016 0:00,19.3,18.7431,17
2016,28.07.2016 6:00,15.2,18.3677,18
2016,28.07.2016 12:00,19.3,17.9924,18
2016,28.07.2016 18:00,20,19.2435,18
2016,29.07.2016 0:00,14.7,18.9933,17
2016,29.07.2016 6:00,14,18.5554,17
2016,29.07.2016 12:00,14.4,18.3052,17
2016,29.07.2016 18:00,16,18.0549,17
2016,30.07.2016 0:00,15.4,17.8672,17
2016,30.07.2016 6:00,14.3,17.3667,17
2016,30.07.2016 12:00,16.9,17.3667,NA
2016,30.07.2016 18:00,19.9,18.0549,NA
2016,31.07.2016 0:00,17.4,18.1801,17
2016,31.07.2016 6:00,14.8,17.6796,17
2016,31.07.2016 12:00,NA,17.7421,NA
2016,31.07.2016 18:00,20.5,17.7421,17
2016,01.08.2016 0:00,15.9,17.9924,17
2016,01.08.2016 6:00,13.4,17.4293,NA
2016,01.08.2016 12:00,15.3,16.6159,NA
2016,01.08.2016 18:00,18.6,17.2416,NA
2016,02.08.2016 0:00,16.1,17.5544,16
2016,02.08.2016 6:00,13.8,16.9913,17
2016,02.08.2016 12:00,17.9,17.2416,18
2016,02.08.2016 18:00,17.6,17.0539,17
2016,03.08.2016 0:00,14.2,17.1164,18
2016,03.08.2016 6:00,12.3,16.9287,17
2016,03.08.2016 12:00,18.3,16.9913,16
2016,03.08.2016 18:00,19.6,18.0549,16
2016,04.08.2016 0:00,14.6,17.4293,17
2016,04.08.2016 6:00,13,17.1164,17
2016,04.08.2016 12:00,18.6,17.2416,17
2016,04.08.2016 18:00,23,18.2426,18
2016,05.08.2016 0:00,14.3,17.9298,18
2016,05.08.2016 6:00,14.3,17.179,17
2016,05.08.2016 12:00,18.1,17.2416,17
2016,05.08.2016 18:00,22,17.9298,17
2016,06.08.2016 0:00,16.9,18.4929,15
2016,06.08.2016 6:00,13.6,17.5544,15
2016,06.08.2016 12:00,20.4,17.7421,16
2016,06.08.2016 18:00,22,19.0559,16
2016,07.08.2016 0:00,16.3,18.8056,16
2016,07.08.2016 6:00,15.7,18.3677,15
2016,07.08.2016 12:00,21.9,18.2426,15
2016,07.08.2016 18:00,19.4,18.6805,15
2016,08.08.2016 0:00,17.8,18.4929,16
2016,08.08.2016 6:00,16.8,17.7421,15
2016,08.08.2016 12:00,19.1,18.3052,15
2016,08.08.2016 19:00,19.1,18.8056,16
2016,09.08.2016 0:00,17.8,19.0559,17
2016,09.08.2016 6:00,16.5,18.4303,19
2016,09.08.2016 12:00,19.1,18.2426,17
2016,09.08.2016 18:00,22.2,18.4303,17
2016,10.08.2016 0:00,16.9,17.4293,18
2016,10.08.2016 6:00,13.5,17.4293,18
2016,10.08.2016 12:00,19.1,17.1164,16
2016,10.08.2016 18:00,20.3,17.7421,16
2016,11.08.2016 0:00,14.8,17.4919,19
2016,11.08.2016 6:00,14.8,16.8662,18
2016,11.08.2016 12:00,16,17.179,16
2016,11.08.2016 19:00,17.7,16.9913,17
2016,12.08.2016 0:00,13.6,17.2416,18
2016,12.08.2016 6:00,13.3,17.0539,20
2016,12.08.2016 12:00,19.8,16.8036,18
2016,12.08.2016 18:00,19.4,17.2416,17
2016,13.08.2016 0:00,12,16.9287,25
2016,13.08.2016 6:00,10.4,15.552,17
2016,13.08.2016 12:00,15.1,15.8649,18
2016,13.08.2016 18:00,15,16.741,18
2016,14.08.2016 0:00,13,16.2404,16
2016,14.08.2016 6:00,12.1,15.8649,15
2016,14.08.2016 12:00,18.5,15.9901,16
2016,14.08.2016 18:00,18.6,16.2404,15
2016,15.08.2016 0:00,17.4,16.4281,15
2016,15.08.2016 6:00,14,16.3656,17
2016,15.08.2016 12:00,18.4,16.1778,17
2016,15.08.2016 18:00,20.5,16.4907,16
2016,16.08.2016 0:00,15.1,16.3656,16
2016,16.08.2016 6:00,13.4,16.1153,17
2016,16.08.2016 12:00,15.3,16.0527,18
2016,16.08.2016 18:00,16.9,15.8649,18
2016,17.08.2016 0:00,12.7,15.8024,17
2016,17.08.2016 6:00,11,15.6146,17
2016,17.08.2016 12:00,13.3,15.6146,18
2016,17.08.2016 18:00,15.4,15.3017,17
2016,18.08.2016 0:00,12.5,15.3017,17
2016,18.08.2016 6:00,12.3,15.2391,17
2016,18.08.2016 12:00,16.8,15.1139,17
2016,18.08.2016 18:00,16.9,15.0514,17
2016,19.08.2016 0:00,15.8,14.9888,18
2016,19.08.2016 6:00,13.1,15.2391,17
2016,19.08.2016 12:00,15.7,14.9262,17
2016,19.08.2016 18:00,17.3,14.7384,17
2016,20.08.2016 0:00,17.4,14.9262,17
2016,20.08.2016 6:00,15.4,14.9888,18
2016,20.08.2016 12:00,23,15.0514,18
2016,20.08.2016 18:00,22.2,15.552,17
2016,21.08.2016 0:00,17.1,15.4269,19
2016,21.08.2016 6:00,14.6,14.9888,18
2016,21.08.2016 12:00,18.6,14.9262,19
2016,21.08.2016 18:00,19.6,15.3643,NA
2017,1.6.2017 12:00,5.1,NA,24
2017,1.6.2017 18:00,2.1,3.4011,23
2017,2.6.2017 0:00,1.5,2.7743,24
2017,2.6.2017 6:00,2.1,2.3354,NA
2017,2.6.2017 12:00,4.6,2.5862,24
2017,2.6.2017 18:00,4.8,2.5235,25
2017,3.6.2017 0:00,2.3,2.2727,26
2017,3.6.2017 6:00,1.8,1.8966,NA
2017,3.6.2017 12:00,3.9,2.0847,NA
2017,3.6.2017 18:00,4,2.7116,26
2017,4.6.2017 0:00,2.5,2.1474,25
2017,4.6.2017 6:00,1.8,1.5831,NA
2017,4.6.2017 12:00,5.5,2.3981,23
2017,4.6.2017 18:00,4.9,1.4577,24
2017,5.6.2017 0:00,3.8,2.2727,25
2017,5.6.2017 6:00,3.2,2.022,NA
2017,5.6.2017 12:00,5.6,2.5862,NA
2017,5.6.2017 18:00,6.6,4.028,23
2017,6.6.2017 0:00,3.7,3.9653,23
2017,6.6.2017 6:00,6.1,2.022,NA
2017,6.6.2017 12:00,13.1,3.4638,23
2017,6.6.2017 18:00,14.4,4.028,24
2017,7.6.2017 0:00,8.5,3.3385,26
2017,7.6.2017 6:00,11.8,3.4638,NA
2017,7.6.2017 12:00,19.9,3.5265,26
2017,7.6.2017 18:00,20.8,6.3467,23
2017,8.6.2017 0:00,9.7,5.2814,21
2017,8.6.2017 6:00,9.3,4.1533,NA
2017,8.6.2017 12:00,14.7,6.7853,23
2017,8.6.2017 18:00,13.3,6.848,24
2017,9.6.2017 0:00,7.3,6.0334,23
2017,9.6.2017 6:00,8.2,5.5321,NA
2017,9.6.2017 12:00,16.7,7.2866,23
2017,9.6.2017 18:00,18.1,7.913,23
2017,10.6.2017 0:00,9.1,7.2866,22
2017,10.6.2017 6:00,12.8,6.5974,NA
2017,10.6.2017 12:00,14.7,7.0986,24
2017,10.6.2017 18:00,12.2,7.8504,25
2017,11.6.2017 0:00,7.6,7.4119,25
2017,11.6.2017 6:00,5.7,6.4094,NA
2017,11.6.2017 12:00,8,7.0986,24
2017,11.6.2017 18:00,12.6,8.101,25
2017,12.6.2017 0:00,5.4,8.4768,24
2017,12.6.2017 6:00,6.3,7.8504,NA
2017,12.6.2017 12:00,11.1,8.2889,NA
2017,12.6.2017 18:00,12.2,10.0427,24
2017,13.6.2017 0:00,4.6,10.2932,24
2017,13.6.2017 6:00,7,8.0383,NA
2017,13.6.2017 12:00,9.5,7.7878,26
2017,13.6.2017 18:00,10.4,9.2911,23
2017,14.6.2017 0:00,4.4,7.6625,NA
2017,14.6.2017 6:00,6.8,8.3516,NA
2017,14.6.2017 12:00,11,7.913,24
2017,14.6.2017 18:00,14.7,10.3559,23
2017,15.6.2017 0:00,6.5,10.8569,24
2017,15.6.2017 6:00,8.3,9.2911,25
2017,15.6.2017 12:00,15.1,9.9175,25
2017,15.6.2017 18:00,13.6,12.6101,23
2017,16.6.2017 0:00,11.3,11.4204,23
2017,16.6.2017 6:00,10.8,10.1054,25
2017,16.6.2017 12:00,19.5,7.4745,NA
2017,16.6.2017 18:00,17.7,9.1659,23
2017,17.6.2017 0:00,13.2,7.9757,23
2017,17.6.2017 6:00,11.7,9.1659,26
2017,17.6.2017 12:00,12,8.8527,26
2017,17.6.2017 18:00,15.5,10.3559,26
2017,18.6.2017 0:00,7.9,11.0447,25
2017,18.6.2017 6:00,8.1,10.4811,22
2017,18.6.2017 12:00,9.3,10.669,25
2017,18.6.2017 18:00,10.2,10.9195,22
2017,19.6.2017 0:00,7.7,10.6064,NA
2017,19.6.2017 6:00,7.6,9.2911,25
2017,19.6.2017 12:00,8.8,8.978,NA
2017,19.6.2017 18:00,9.5,9.5417,25
2017,20.6.2017 0:00,8,9.2911,24
2017,20.6.2017 6:00,6.1,9.479,24
2017,20.6.2017 12:00,3.2,9.6043,23
2017,20.6.2017 18:00,3.2,9.6043,26
2017,21.6.2017 0:00,2.2,9.2285,25
2017,21.6.2017 6:00,2.2,9.2285,26
2017,21.6.2017 12:00,4.3,9.1032,26
2017,21.6.2017 18:00,6.9,9.479,26
2017,22.6.2017 0:00,5,9.1032,25
2017,22.6.2017 6:00,6.1,8.7274,23
2017,22.6.2017 12:00,8.6,8.79,23
2017,22.6.2017 18:00,7.6,8.5395,23
2017,23.6.2017 0:00,6.2,8.4768,24
2017,23.6.2017 6:00,6.3,8.1636,25
2017,23.6.2017 12:00,7.8,8.2889,23
2017,23.6.2017 18:00,10.4,7.9757,23
2017,24.6.2017 0:00,5.7,8.101,24
2017,24.6.2017 6:00,4.8,7.913,25
2017,24.6.2017 12:00,8.9,8.5395,25
2017,24.6.2017 18:00,12,8.6648,24
2017,25.6.2017 0:00,4.3,9.6669,25
2017,25.6.2017 6:00,8.9,7.6625,25
2017,25.6.2017 12:00,11.5,8.2263,25
2017,25.6.2017 18:00,10.6,8.1636,25
2017,26.6.2017 0:00,8.9,8.4768,24
2017,26.6.2017 6:00,8.4,8.5395,23
2017,26.6.2017 12:00,10.7,8.4768,24
2017,26.6.2017 18:00,11.3,7.5998,25
2017,27.6.2017 0:00,8.9,8.2263,26
2017,27.6.2017 6:00,9.3,7.3492,26
2017,27.6.2017 12:00,12.9,7.1612,26
2017,27.6.2017 18:00,12.6,7.8504,26
2017,28.6.2017 0:00,9.5,7.913,26
2017,28.6.2017 6:00,8.2,7.8504,26
2017,28.6.2017 12:00,11.4,7.8504,26
2017,28.6.2017 18:00,15.4,8.79,26
2017,29.6.2017 0:00,10.6,7.9757,25
2017,29.6.2017 6:00,9.5,8.2263,25
2017,29.6.2017 12:00,14,8.6648,23
2017,29.6.2017 18:00,16.8,10.3559,23
2017,30.6.2017 0:00,12.5,9.1659,23
2017,30.6.2017 6:00,9.6,9.6043,25
2017,30.6.2017 12:00,12.4,9.8548,23
2017,30.6.2017 18:00,14,12.297,24
2017,1.7.2017 0:00,10.2,10.9195,NA
2017,1.7.2017 6:00,9,10.9195,NA
2017,1.7.2017 12:00,13.3,10.2932,23
2017,1.7.2017 18:00,16.5,14.1125,23
2017,2.7.2017 0:00,10.7,12.2344,25
2017,2.7.2017 6:00,10.5,11.5457,25
2017,2.7.2017 12:00,16.7,11.5457,22
2017,2.7.2017 18:00,17.1,13.7995,25
2017,3.7.2017 0:00,11.3,12.5475,23
2017,3.7.2017 6:00,13,11.7335,24
2017,3.7.2017 12:00,19,10.9821,22
2017,3.7.2017 18:00,20.1,13.4865,24
2017,4.7.2017 0:00,10,13.3613,23
2017,4.7.2017 6:00,13.2,10.2932,22
2017,4.7.2017 12:00,18.9,11.8587,23
2017,4.7.2017 18:00,19.9,13.3613,23
2017,5.7.2017 0:00,14,14.4881,23
2017,5.7.2017 6:00,14.8,12.0466,24
2017,5.7.2017 12:00,22.7,12.7353,23
2017,5.7.2017 18:00,14.7,13.9873,23
2017,6.7.2017 0:00,10.4,12.3596,24
2017,6.7.2017 6:00,8.4,12.2344,24
2017,6.7.2017 12:00,10,12.5475,22
2017,6.7.2017 18:00,10.9,12.4848,23
2017,7.7.2017 0:00,8.7,12.3596,23
2017,7.7.2017 6:00,8.4,11.984,23
2017,7.7.2017 12:00,9.5,12.0466,22
2017,7.7.2017 18:00,11.4,12.297,21
2017,8.7.2017 0:00,5.9,11.9214,21
2017,8.7.2017 6:00,9.2,11.7335,20
2017,8.7.2017 12:00,17.2,12.3596,20
2017,8.7.2017 18:00,19.3,13.2361,20
2017,9.7.2017 0:00,10.6,12.9231,21
2017,9.7.2017 6:00,10.9,12.9857,21
2017,9.7.2017 12:00,17.8,13.6743,22
2017,9.7.2017 18:00,19.5,14.5506,20
2017,10.7.2017 0:00,11.5,11.6709,19
2017,10.7.2017 6:00,10.6,11.984,20
2017,10.7.2017 12:00,20.1,13.0483,20
2017,10.7.2017 18:00,19.3,14.7384,20
2017,11.7.2017 0:00,13.6,15.9275,21
2017,11.7.2017 6:00,14.4,13.4239,20
2017,11.7.2017 12:00,19.8,14.1125,20
2017,11.7.2017 18:00,22,13.8621,20
2017,12.7.2017 0:00,15.6,15.3017,19
2017,12.7.2017 6:00,14.6,13.0483,20
2017,12.7.2017 12:00,16,13.6743,20
2017,12.7.2017 18:00,14.7,14.1751,20
2017,13.7.2017 0:00,14.7,13.9873,18
2017,13.7.2017 6:00,16.5,13.4239,19
2017,13.7.2017 12:00,15.7,14.0499,18
2017,13.7.2017 18:00,17.8,13.7995,19
2017,14.7.2017 0:00,13.8,13.9247,NA
2017,14.7.2017 6:00,14.4,13.1109,NA
2017,14.7.2017 12:00,17.7,14.0499,NA
2017,14.7.2017 18:00,17.6,15.4895,NA
2017,15.7.2017 0:00,15.3,15.4269,NA
2017,15.7.2017 6:00,14.7,14.5506,NA
2017,15.7.2017 12:00,18.6,14.9262,NA
2017,15.7.2017 18:00,16.5,16.2404,NA
2017,16.7.2017 0:00,12.7,14.4255,NA
2017,16.7.2017 6:00,14,14.1751,NA
2017,16.7.2017 12:00,20.8,14.8636,NA
2017,16.7.2017 18:00,22.7,19.0559,NA
2017,17.7.2017 0:00,12.4,17.1164,NA
2017,17.7.2017 6:00,12,14.2377,NA
2017,17.7.2017 12:00,14.7,15.4895,NA
2017,17.7.2017 18:00,17.9,14.9888,NA
2017,18.7.2017 0:00,13.9,15.2391,NA
2017,18.7.2017 6:00,14.9,14.9888,NA
2017,18.7.2017 12:00,20.4,15.552,NA
2017,18.7.2017 18:00,16,16.4907,NA
2017,19.7.2017 0:00,10.7,15.1139,16
2017,19.7.2017 6:00,13.5,14.4255,NA
2017,19.7.2017 12:00,19.3,14.9262,17
2017,19.7.2017 18:00,19.5,17.179,17
2017,20.7.2017 0:00,12.3,16.9913,17
2017,20.7.2017 6:00,13.6,15.552,18
2017,20.7.2017 12:00,13.8,15.6772,15
2017,20.7.2017 18:00,12.2,15.6146,17
2017,21.7.2017 0:00,10.6,15.4269,18
2017,21.7.2017 6:00,10,15.3017,17
2017,21.7.2017 12:00,11,14.8636,17
2017,21.7.2017 18:00,12.7,14.8636,16
2017,22.7.2017 0:00,10.8,14.4881,14
2017,22.7.2017 6:00,11.1,14.3003,15
2017,22.7.2017 12:00,15.6,14.5506,15
2017,22.7.2017 18:00,18.8,15.1139,15
2017,23.7.2017 0:00,13.5,14.9888,16
2017,23.7.2017 6:00,12.4,14.3629,16
2017,23.7.2017 12:00,13.4,14.1125,17
2017,23.7.2017 18:00,16.2,13.1109,18
2017,24.7.2017 0:00,12.1,13.0483,18
2017,24.7.2017 6:00,10.4,12.5475,18
2017,24.7.2017 12:00,14.9,12.4222,18
2017,24.7.2017 18:00,16.6,12.5475,19
2017,25.7.2017 0:00,13.7,11.7961,19
2017,25.7.2017 6:00,10.6,11.984,19
2017,25.7.2017 12:00,19.2,11.2326,19
2017,25.7.2017 18:00,22.7,12.7353,20
2017,26.7.2017 0:00,15.2,11.5457,20
2017,26.7.2017 6:00,13.1,12.0466,21
2017,26.7.2017 12:00,20.3,12.5475,21
2017,26.7.2017 18:00,20.9,14.801,21
2017,27.7.2017 0:00,12.4,12.4222,22
2017,27.7.2017 6:00,11.1,11.984,22
2017,27.7.2017 12:00,20.1,12.6101,23
2017,27.7.2017 18:00,23.1,15.3643,23
2017,28.7.2017 0:00,12.4,11.5457,22
2017,28.7.2017 6:00,12.6,12.297,20
2017,28.7.2017 12:00,19.4,13.1735,21
2017,28.7.2017 18:00,23.7,15.9275,21
2017,29.7.2017 0:00,14.8,13.1735,22
2017,29.7.2017 6:00,13.4,13.2361,20
2017,29.7.2017 12:00,21.9,14.0499,19
2017,29.7.2017 18:00,17.8,15.9275,20
2017,30.7.2017 0:00,16.7,15.1139,20
2017,30.7.2017 6:00,14,14.801,20
2017,30.7.2017 12:00,21.2,14.5506,21
2017,30.7.2017 18:00,23.3,15.9901,21
2017,31.7.2017 0:00,13.9,14.9262,NA
2017,31.7.2017 6:00,11.7,14.4255,NA
2017,31.7.2017 12:00,22.8,15.9275,NA
2017,31.7.2017 18:00,17.3,15.1139,NA
2017,1.8.2017 0:00,14.2,16.8036,NA
2017,1.8.2017 6:00,12,16.4281,NA
2017,1.8.2017 12:00,12.7,16.0527,NA
2017,1.8.2017 18:00,11.7,15.8024,NA
2017,2.8.2017 0:00,11.8,15.7398,NA
2017,2.8.2017 6:00,12.5,15.2391,NA
2017,2.8.2017 12:00,16.1,15.4269,NA
2017,2.8.2017 18:00,15.1,16.2404,NA
2017,3.8.2017 0:00,13.7,15.9901,NA
2017,3.8.2017 6:00,13,15.8649,NA
2017,3.8.2017 12:00,17.7,15.7398,NA
2017,3.8.2017 18:00,15.5,16.4281,NA
2017,4.8.2017 0:00,11.5,16.2404,NA
2017,4.8.2017 6:00,12.4,15.7398,NA
2017,4.8.2017 12:00,16.8,16.303,NA
2017,4.8.2017 18:00,16.3,16.8036,NA
2017,5.8.2017 0:00,12.9,16.6784,NA
2017,5.8.2017 6:00,10.3,16.0527,NA
2017,5.8.2017 12:00,12.6,15.8024,NA
2017,5.8.2017 18:00,13.1,15.6146,NA
2017,6.8.2017 0:00,10,15.4895,NA
2017,6.8.2017 6:00,8.5,14.9262,NA
2017,6.8.2017 12:00,11.1,14.4881,NA
2017,6.8.2017 18:00,13.4,14.8636,NA
2017,7.8.2017 0:00,10.8,15.0514,NA
2017,7.8.2017 6:00,9,14.3003,NA
2017,7.8.2017 12:00,10.6,14.4881,NA
2017,7.8.2017 18:00,11.3,14.0499,NA
2017,8.8.2017 0:00,11.1,14.0499,17
2017,8.8.2017 6:00,8.9,13.9873,14
2017,8.8.2017 12:00,11.9,13.9873,14
2017,8.8.2017 18:00,14.5,14.4881,15
2017,9.8.2017 0:00,10.6,15.1765,14
2017,9.8.2017 6:00,13.2,14.0499,13
2017,9.8.2017 12:00,14.8,14.1751,14
2017,9.8.2017 18:00,14.9,15.1765,15
2017,10.8.2017 0:00,9,15.0514,NA
2017,10.8.2017 6:00,10.3,13.9873,16
2017,10.8.2017 12:00,14.1,14.1125,15
2017,10.8.2017 18:00,15.2,14.6132,14
2017,11.8.2017 0:00,12.5,14.5506,15
2017,11.8.2017 6:00,13.1,14.1125,16
2017,11.8.2017 12:00,16.8,14.7384,16
2017,11.8.2017 18:00,19.2,15.2391,16
2017,12.8.2017 0:00,9.5,14.3003,16
2017,12.8.2017 6:00,8.8,13.9247,15
2017,12.8.2017 12:00,19.2,14.4881,14
2017,12.8.2017 18:00,21,16.4281,14
2017,13.8.2017 0:00,12.7,13.9873,15
2017,13.8.2017 6:00,15,14.6132,15
2017,13.8.2017 12:00,16.2,14.7384,14
2017,13.8.2017 18:00,17,14.4255,16
2017,14.8.2017 0:00,15.3,14.3629,16
2017,14.8.2017 6:00,9.8,14.2377,15
2017,14.8.2017 12:00,17.3,14.6758,17
2017,14.8.2017 18:00,14.6,15.1765,17
2017,15.8.2017 0:00,8.5,14.9262,16
2017,15.8.2017 6:00,8.7,14.3003,16
2017,15.8.2017 12:00,16,14.3629,14
2017,15.8.2017 18:00,17.2,14.8636,15
2017,16.8.2017 0:00,10.7,14.4881,16
2017,16.8.2017 6:00,10.2,14.1751,16
2017,16.8.2017 12:00,16.9,13.7369,16
2017,16.8.2017 18:00,16.6,15.6146,15
2017,17.8.2017 0:00,14.3,12.297,18
2017,17.8.2017 6:00,14.5,14.5506,17
2017,17.8.2017 12:00,16.5,12.4848,17
2017,17.8.2017 18:00,17.6,12.0466,19
2017,18.8.2017 0:00,8.5,12.4222,19
2017,18.8.2017 6:00,6.2,12.7353,19
2017,18.8.2017 12:00,18.2,12.8605,19
2017,18.8.2017 18:00,19.4,14.3003,19
2017,19.8.2017 0:00,8.6,13.1735,18
2017,19.8.2017 6:00,10.3,13.4865,18
2017,19.8.2017 12:00,12.3,13.5491,18
2017,19.8.2017 18:00,16.6,13.4865,17
2017,20.8.2017 0:00,13.8,13.1735,20
2017,20.8.2017 6:00,15.3,13.6117,20
