Ecology;Site;Site_code;Latitude;Longitude;Year;Date;Sample;N;ID;DN;Rate_of_aneuploid_cells;Ploidy_of_aneuploid_cells;BTN_genotype;COI-test_Hemo;COI-test_Foot;Sex;L;Last_ring;Increment;Age;ring1;ring2;ring3;ring4;ring5;ring6;ring7;ring8;ring9;ring10;ring11;ring12;ring13;OGP_sample;OGP_site
yes;Gertnera Inlet;GER;"59,558174";"150,929357";2021;06.07.2021;Single;64;61;no;0;NA;healthy;NA;NA;female;"45,5";"44,4";"1,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,842631788"
yes;Gertnera Inlet;GER;"59,558174";"150,929357";2021;06.07.2021;Single;64;62;no;0;NA;healthy;NA;NA;male;"42,8";"40,6";"2,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,842631788"
yes;Gertnera Inlet;GER;"59,558174";"150,929357";2021;06.07.2021;Single;64;63;no;0;NA;healthy;NA;NA;male;"46,5";"44,4";"2,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,842631788"
yes;Gertnera Inlet;GER;"59,558174";"150,929357";2021;06.07.2021;Single;64;64;no;0;NA;healthy;NA;NA;female;43;"42,8";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,842631788"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;1;no;0;NA;healthy;NA;NA;no gametes;"48,8";48;"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;2;no;0;NA;healthy;NA;NA;female;"53,9";"52,3";"1,6";10;"2,8";"5,3";"7,8";11;"14,2";"21,3";"33,7";"42,4";"46,8";"52,3";NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;3;no;0;NA;healthy;NA;NA;female;"48,4";"48,2";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;4;no;0;NA;healthy;NA;NA;female;48;"47,5";"0,5";10;"3,3";"7,5";"10,7";"13,2";"17,9";"21,7";"29,2";"36,5";"41,3";"47,5";NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;5;no;0;NA;healthy;NA;NA;male;"52,9";"52,3";"0,6";10;"3,2";"5,5";"8,5";"13,6";18;"23,5";"32,7";"37,3";"44,4";"52,3";NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;6;no;0;NA;healthy;NA;NA;female;"43,8";"42,7";"1,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;7;yes;100;NA;BTN1;COI-U1;NA;no gametes;"48,6";"48,1";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;8;no;0;NA;healthy;NA;NA;male;46;"45,5";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;9;no;0;NA;healthy;NA;NA;male;"46,3";"44,6";"1,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;10;no;0;NA;healthy;NA;NA;female;"45,6";"45,4";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;11;no;0;NA;healthy;NA;NA;male;"45,9";"45,4";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;12;no;0;NA;healthy;NA;NA;female;"43,5";"42,9";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;13;no;0;NA;healthy;NA;NA;male;"48,8";48;"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;14;no;0;NA;healthy;NA;NA;female;"46,4";"45,2";"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;15;no;0;NA;healthy;NA;NA;female;"46,9";"46,4";"0,5";11;NA;NA;"6,5";"9,9";"15,5";"19,9";"22,8";"31,2";"38,6";"45,3";"46,4";NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;16;no;0;NA;healthy;NA;NA;male;"48,6";"48,4";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;17;no;0;NA;healthy;NA;NA;female;"53,2";"52,7";"0,5";11;"3,1";"5,6";"9,2";"12,9";"17,6";21;"27,6";"36,1";44;"49,3";"52,7";NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;18;no;0;NA;healthy;NA;NA;male;"45,6";"45,2";"0,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;19;no;0;NA;healthy;NA;NA;female;"44,5";"43,9";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;20;no;0;NA;healthy;NA;NA;female;"41,7";"41,5";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;21;no;0;NA;healthy;NA;NA;female;"52,3";"52,1";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;22;no;0;NA;healthy;NA;NA;no gametes;"46,9";"45,8";"1,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;23;no;0;NA;healthy;NA;NA;male;44;"43,6";"0,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;24;no;0;NA;healthy;NA;NA;female;"41,9";"41,7";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;25;no;0;NA;healthy;NA;NA;female;44;"43,4";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;26;no;0;NA;healthy;NA;NA;female;"43,7";"42,3";"1,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;27;no;0;NA;healthy;NA;NA;female;"44,6";"43,9";"0,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;28;no;0;NA;healthy;NA;NA;male;"48,8";48;"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;29;no;0;NA;healthy;NA;NA;male;"47,4";"47,2";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;30;no;0;NA;healthy;NA;NA;female;"47,2";"46,7";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;31;no;0;NA;healthy;NA;NA;female;"44,7";"43,4";"1,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;32;no;0;NA;healthy;NA;NA;male;"44,6";"43,9";"0,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;33;no;0;NA;healthy;NA;NA;female;"47,3";47;"0,3";10;NA;NA;"6,2";"11,6";"15,9";"19,4";"26,9";"30,6";41;47;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;34;no;0;NA;healthy;NA;NA;male;"45,2";"45,1";"0,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;35;no;0;NA;healthy;NA;NA;male;"44,7";44;"0,7";11;NA;"5,1";"7,7";"12,5";16;"19,5";"27,2";"31,5";"37,1";"40,8";44;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;36;no;0;NA;healthy;NA;NA;female;"43,9";"43,6";"0,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;37;no;0;NA;healthy;NA;NA;female;"46,8";"45,2";"1,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;38;no;0;NA;healthy;NA;NA;male;"43,9";"43,7";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;39;no;0;NA;healthy;NA;NA;female;"44,4";"43,6";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;40;no;0;NA;healthy;NA;NA;no gametes;"43,6";"43,2";"0,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;41;no;0;NA;healthy;NA;NA;female;"42,8";"42,2";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;42;no;0;NA;healthy;NA;NA;female;"41,3";"40,8";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;43;no;0;NA;healthy;NA;NA;male;"46,5";"45,7";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;44;no;0;NA;healthy;NA;NA;female;47;"45,9";"1,1";9;NA;"3,7";"6,5";"11,8";"17,7";24;"34,2";"40,7";"45,9";NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;45;no;0;NA;healthy;NA;NA;male;"47,1";"46,8";"0,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;46;no;0;NA;healthy;NA;NA;male;"46,6";"46,4";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;47;no;0;NA;healthy;NA;NA;male;"47,6";"46,6";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;48;no;0;NA;healthy;NA;NA;female;"48,3";"47,7";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;49;no;0;NA;healthy;NA;NA;male;"43,5";"42,3";"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;50;no;0;NA;healthy;NA;NA;female;"42,7";"42,4";"0,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;51;no;0;NA;healthy;NA;NA;male;"43,1";"42,3";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;52;no;0;NA;healthy;NA;NA;female;"47,4";"47,1";"0,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;53;no;0;NA;healthy;NA;NA;male;40;"39,8";"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;54;no;0;NA;healthy;NA;NA;male;"45,1";"44,7";"0,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;55;no;0;NA;healthy;NA;NA;male;"42,6";"40,8";"1,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;56;no;0;NA;healthy;NA;NA;no gametes;"51,6";"51,4";"0,2";11;NA;"5,3";"9,5";"13,5";"18,4";"23,1";"32,7";"38,1";43;"46,6";"51,4";NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;57;no;0;NA;healthy;NA;NA;female;"49,1";"48,6";"0,5";10;NA;6;8;"14,7";"17,3";"21,1";"32,1";38;"42,2";"48,6";NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;58;no;0;NA;healthy;NA;NA;female;"44,6";"44,3";"0,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;59;no;0;NA;healthy;NA;NA;female;"45,8";45;"0,8";9;NA;"3,9";"5,8";"11,7";16;"24,2";32;"40,7";45;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;60;no;0;NA;healthy;NA;NA;female;"42,6";"42,1";"0,5";10;"2,8";"4,6";"8,1";"12,4";"15,2";21;"30,3";"35,1";"38,8";"42,1";NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;61;no;0;NA;healthy;NA;NA;male;"42,8";"42,2";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;62;no;0;NA;healthy;NA;NA;female;"45,2";45;"0,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;63;no;0;NA;healthy;NA;NA;female;"45,3";"44,3";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Mouth of the Dukcha River;DUK;"59,56048";"150,924676";2021;06.07.2021;Single;64;64;no;0;NA;healthy;NA;NA;male;"45,2";"44,8";"0,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,708582161"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;1;no;0;NA;healthy;NA;NA;male;"52,7";"51,4";"1,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;2;no;0;NA;healthy;NA;NA;female;"51,1";"50,9";"0,2";12;"2,6";"4,2";"8,3";11;"18,3";"22,9";"33,4";"39,5";"46,1";"48,1";"49,5";"50,9";NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;3;no;0;NA;healthy;NA;NA;male;"50,1";"49,5";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;4;no;0;NA;healthy;NA;NA;male;"51,9";"51,4";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;5;no;0;NA;healthy;NA;NA;female;"47,6";"46,7";"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;6;no;0;NA;healthy;NA;NA;female;"49,4";"48,1";"1,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;7;no;0;NA;healthy;NA;NA;female;"47,4";"46,8";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;8;no;0;NA;healthy;NA;NA;female;"45,4";"44,5";"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;9;no;0;NA;healthy;NA;NA;female;"49,4";"48,6";"0,8";12;NA;"5,7";"9,9";"14,7";"19,8";"25,1";"33,8";"37,3";"43,4";45;47;"48,6";NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;10;no;0;NA;healthy;NA;NA;female;"46,3";46;"0,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;11;no;0;NA;healthy;NA;NA;male;"52,6";"51,6";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;12;no;0;NA;healthy;NA;NA;male;"44,8";"43,6";"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;13;no;0;NA;healthy;NA;NA;female;"49,7";"49,2";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;14;no;0;NA;healthy;NA;NA;female;"52,5";"52,3";"0,2";12;"2,8";"4,7";"8,4";"10,5";"16,2";"24,8";35;"39,7";"45,7";"50,5";"51,7";"52,3";NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;15;no;0;NA;healthy;NA;NA;male;"46,8";"46,3";"0,5";12;"2,2";"5,5";"7,6";"12,3";"16,5";26;"31,5";"34,9";"38,7";"42,9";"45,6";"46,3";NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;16;no;0;NA;healthy;NA;NA;male;46;"45,5";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;17;no;0;NA;healthy;NA;NA;female;"44,9";"43,9";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;18;no;0;NA;healthy;NA;NA;female;"47,4";"45,9";"1,5";11;NA;"5,6";"8,8";"11,6";20;"24,4";"27,3";"35,3";"39,7";"43,4";"45,9";NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;19;no;0;NA;healthy;NA;NA;female;"47,3";"46,7";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;20;no;0;NA;healthy;NA;NA;male;"45,2";"44,6";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;21;no;0;NA;healthy;NA;NA;no gametes;"45,4";"44,6";"0,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;22;no;0;NA;healthy;NA;NA;female;"48,5";"47,9";"0,6";12;NA;"5,4";"7,2";11;"14,9";"24,7";"33,5";"39,1";"42,2";"44,6";"46,7";"47,9";NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;23;no;0;NA;healthy;NA;NA;no gametes;"53,3";"52,4";"0,9";13;NA;4;"6,2";"10,1";"14,1";"23,1";"30,2";"37,1";"40,6";"46,5";"49,3";"51,9";"52,4";NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;24;no;0;NA;healthy;NA;NA;female;"45,9";"45,3";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;25;no;0;NA;healthy;NA;NA;female;"51,2";"50,2";1;11;NA;"5,6";"7,4";"13,8";"17,3";"21,5";"31,6";37;"43,2";"47,3";"50,2";NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;26;no;0;NA;healthy;NA;NA;female;"44,5";44;"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;27;no;0;NA;healthy;NA;NA;male;"44,2";"42,8";"1,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;28;no;0;NA;healthy;NA;NA;male;"42,1";"40,8";"1,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;29;no;0;NA;healthy;NA;NA;female;"48,7";"47,3";"1,4";11;"2,4";"5,3";"8,7";"12,5";"16,4";"22,6";"28,5";"36,9";41;"44,6";"47,3";NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;30;no;0;NA;healthy;NA;NA;male;"43,2";"42,3";"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
yes;Littoral near the Mamont statue;MAM;"59,563192";"150,769422";2021;07.07.2021;Single;64;31;no;0;NA;healthy;NA;NA;female;"47,4";"45,9";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,72593088"
