"","sample.id","year","latitude","longitude","n.obs","nirv.gs.avg","nirv.gs.med","nirv.gs.q90","nirv.max","nirv.max.lwr","nirv.max.upr","nirv.max.doy"
"18","S_10",2006,55.1241009,159.922591,1,0.19538159630619,0.19538159630619,0.19538159630619,0.195809749989691,0.195809749989691,0.195809749989691,176
"19","S_10",2007,55.1241009,159.922591,3,0.166565664394817,0.169562495487594,0.169767398449819,0.170108001049304,0.160990052103346,0.170364129752086,216
"20","S_10",2008,55.1241009,159.922591,5,0.179470979208851,0.169671747986708,0.199526620730779,0.199526620730779,0.165248282791399,0.207946723479633,179
"21","S_10",2009,55.1241009,159.922591,9,0.166786298748021,0.166819445697098,0.173316652537139,0.173316652537139,0.160922488570734,0.175776362310393,212
"22","S_10",2010,55.1241009,159.922591,2,0.162816885723679,0.162816885723679,0.163241960913721,0.163282449096241,0.16275110510869,0.163813793083793,210
"23","S_10",2011,55.1241009,159.922591,4,0.175370979014867,0.171900408113278,0.182447934564686,0.182447934564686,0.174752754824924,0.190327443500563,183
"24","S_10",2012,55.1241009,159.922591,2,0.181653792315297,0.181653792315297,0.181733729328608,0.181838828634845,0.181738907368205,0.181938749901484,196
"25","S_10",2013,55.1241009,159.922591,2,0.192029467487687,0.192029467487687,0.192033987203111,0.195302678749026,0.195297029104747,0.195308328393306,196
"26","S_10",2014,55.1241009,159.922591,10,0.180286685324915,0.180442927648316,0.191347155222597,0.191347155222597,0.177318048800838,0.198737556076055,195
"27","S_10",2015,55.1241009,159.922591,3,0.154136181008116,0.150956576051786,0.158671746170456,0.158671746170456,0.155541706588291,0.165583319717595,190
"28","S_10",2016,55.1241009,159.922591,9,0.158917468179728,0.157745929632857,0.166157773818914,0.166157773818914,0.154819890648608,0.174067964624819,193
"29","S_10",2017,55.1241009,159.922591,13,0.16536354164094,0.166967808499903,0.176915177256498,0.176915177256498,0.157753243467656,0.179226128985204,190
"30","S_10",2018,55.1241009,159.922591,9,0.184841768116075,0.18030226253424,0.198712174715059,0.198712174715059,0.174202474612842,0.20637593251482,191
